N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
117.0,한미사이언스,31500.0,700.0,-2.17%,500.0,9502.0,9499.0,589.0
118.0,OCI,89300.0,4800.0,-5.10%,5000.0,32440.0,57041.0,6260.0
119.0,영원무역,47850.0,750.0,-1.54%,500.0,27925.0,35476.0,4425.0
120.0,한화시스템,11200.0,900.0,-7.44%,5000.0,20895.0,38943.0,1120.0
121.0,TIGER 미국나스닥100,72225.0,355.0,-0.49%,0.0,,,
122.0,한전기술,55200.0,2700.0,-4.66%,200.0,4331.0,7055.0,101.0
123.0,동서,21050.0,50.0,+0.24%,500.0,5353.0,15826.0,384.0
124.0,만도,44350.0,2400.0,-5.13%,1000.0,61474.0,57044.0,2323.0
125.0,KCC,234000.0,10000.0,-4.10%,5000.0,58749.0,128789.0,3888.0
126.0,현대차우,84800.0,1700.0,-1.97%,5000.0,,,
127.0,대우조선해양,19200.0,1200.0,-5.88%,5000.0,44866.0,106232.0,-17547.0
128.0,GS건설,24000.0,950.0,-3.81%,5000.0,90366.0,151837.0,6465.0
129.0,CJ,70300.0,1800.0,-2.50%,5000.0,344840.0,419560.0,18818.0
130.0,KODEX 레버리지,11955.0,615.0,-4.89%,0.0,,,
131.0,BNK금융지주,6100.0,110.0,-1.77%,5000.0,55807.0,1282870.0,10920.0
132.0,키움증권,75800.0,2500.0,-3.19%,5000.0,58662.0,453011.0,12089.0
133.0,LIG넥스원,90300.0,200.0,+0.22%,5000.0,18222.0,25768.0,972.0
134.0,휠라홀딩스,32700.0,750.0,-2.24%,1000.0,37940.0,42889.0,4929.0
135.0,한솔케미칼,172000.0,4500.0,-2.55%,5000.0,7687.0,11972.0,1977.0
136.0,LG화학우,251500.0,7000.0,-2.71%,5000.0,,,
137.0,두산퓨얼셀,29500.0,600.0,-1.99%,100.0,3814.0,6989.0,180.0
138.0,하이트진로,27200.0,300.0,-1.09%,5000.0,22029.0,36311.0,1741.0
139.0,TIGER 200,28415.0,715.0,-2.45%,0.0,,,
140.0,농심,307000.0,1500.0,-0.49%,5000.0,26630.0,28999.0,1061.0
141.0,한화생명,2150.0,70.0,-3.15%,5000.0,271736.0,1635914.0,13520.0
142.0,TIGER 단기통안채,101330.0,5.0,0.00%,0.0,,,
143.0,한화,24300.0,1750.0,-6.72%,5000.0,528361.0,2023664.0,29279.0
144.0,대한전선,1460.0,25.0,-1.68%,100.0,19977.0,14209.0,395.0
145.0,TIGER 미국S&P500,13150.0,65.0,-0.49%,0.0,,,
146.0,LS,56200.0,3000.0,-5.07%,5000.0,130891.0,126259.0,5837.0
147.0,대웅제약,154000.0,5500.0,-3.45%,2500.0,11530.0,14152.0,889.0
148.0,오뚜기,480000.0,1500.0,-0.31%,5000.0,27390.0,26058.0,1666.0
149.0,대우건설,4130.0,160.0,-3.73%,5000.0,86852.0,104580.0,7383.0
150.0,TIGER TOP10,9330.0,240.0,-2.51%,0.0,,,
151.0,SK케미칼,94900.0,3800.0,-3.85%,5000.0,20896.0,39556.0,5552.0
152.0,현대위아,61400.0,3900.0,-5.97%,5000.0,75277.0,77495.0,1027.0
153.0,DB하이텍,37450.0,2600.0,-6.49%,5000.0,12147.0,15499.0,3991.0
154.0,코스모신소재,52300.0,3700.0,-6.61%,1000.0,3059.0,3485.0,218.0
155.0,KODEX 단기채권PLUS,103975.0,5.0,0.00%,0.0,,,
156.0,KODEX 삼성그룹,7830.0,180.0,-2.25%,0.0,,,
157.0,한전KPS,34950.0,500.0,-1.41%,200.0,13806.0,14269.0,1240.0
158.0,에스엘,33100.0,1350.0,-3.92%,500.0,30011.0,25675.0,1105.0
159.0,롯데칠성,165500.0,0.0,0.00%,500.0,25061.0,35968.0,1822.0
160.0,효성,70000.0,1000.0,-1.41%,5000.0,35389.0,52579.0,6406.0
161.0,LX인터내셔널,37950.0,1550.0,-3.92%,5000.0,166865.0,67469.0,6562.0
162.0,녹십자,125000.0,500.0,+0.40%,5000.0,15378.0,24621.0,737.0
163.0,롯데정밀화학,56600.0,3300.0,-5.51%,5000.0,17803.0,27235.0,2445.0
164.0,효성첨단소재,325000.0,11500.0,-3.42%,5000.0,35978.0,29087.0,4373.0
165.0,대성홀딩스,88600.0,100.0,+0.11%,1000.0,9405.0,12440.0,213.0
166.0,TIGER CD금리투자KIS(합성),51225.0,5.0,-0.01%,0.0,,,
167.0,TIGER 미국테크TOP10 INDXX,10580.0,115.0,-1.08%,0.0,,,
168.0,TIGER 미국필라델피아반도체나스닥,9200.0,45.0,-0.49%,0.0,,,
169.0,JB금융지주,7020.0,80.0,-1.13%,5000.0,25415.0,563956.0,7083.0
170.0,서울가스,274500.0,2000.0,+0.73%,5000.0,12778.0,16626.0,-49.0
171.0,LS ELECTRIC,45500.0,1850.0,-3.91%,5000.0,26683.0,27967.0,1551.0
172.0,DL이앤씨,35100.0,1850.0,-5.01%,5000.0,76317.0,87017.0,9573.0
173.0,동원시스템즈,44950.0,1250.0,-2.71%,5000.0,12509.0,14920.0,900.0
174.0,현대백화점,54900.0,200.0,-0.36%,5000.0,35724.0,89692.0,2644.0
175.0,롯데제과,132500.0,500.0,-0.38%,500.0,21454.0,26666.0,1085.0
176.0,두산,75500.0,9900.0,-11.59%,5000.0,132042.0,260099.0,9459.0
177.0,DL,59500.0,3500.0,-5.56%,5000.0,23854.0,83230.0,2219.0
178.0,KODEX 단기채권,103630.0,0.0,0.00%,0.0,,,
179.0,KODEX 종합채권(AA-이상)액티브,98145.0,75.0,+0.08%,0.0,,,
180.0,영풍,652000.0,50000.0,-7.12%,5000.0,35821.0,55210.0,-268.0
181.0,대웅,20600.0,0.0,0.00%,500.0,15114.0,19337.0,1826.0
182.0,KODEX 200TR,9490.0,215.0,-2.22%,0.0,,,
183.0,DGB금융지주,6990.0,100.0,-1.41%,5000.0,51957.0,859060.0,7486.0
184.0,롯데리츠,4860.0,50.0,-1.02%,500.0,575.0,23926.0,337.0
185.0,한국앤컴퍼니,12400.0,250.0,-1.98%,500.0,9633.0,40812.0,2283.0
186.0,코오롱인더,42500.0,1950.0,-4.39%,5000.0,46621.0,56013.0,2527.0
187.0,KODEX 2차전지산업,17580.0,740.0,-4.04%,0.0,,,
188.0,롯데렌탈,31600.0,650.0,-2.02%,5000.0,24227.0,61250.0,2455.0
189.0,효성티앤씨,264000.0,0.0,0.00%,5000.0,85960.0,45265.0,14237.0
190.0,TIGER 2차전지테마,16820.0,830.0,-4.70%,0.0,,,
191.0,한미반도체,11500.0,450.0,-3.77%,100.0,3732.0,4293.0,1224.0
192.0,일진하이솔루스,30950.0,950.0,-2.98%,500.0,1177.0,3435.0,98.0
193.0,후성,12100.0,600.0,-4.72%,500.0,3813.0,6163.0,581.0
194.0,ESR켄달스퀘어리츠,5170.0,30.0,-0.58%,1000.0,467.0,22680.0,238.0
195.0,솔루스첨단소재,31300.0,2050.0,-6.15%,100.0,3812.0,10116.0,20.0
196.0,신풍제약,20400.0,100.0,+0.49%,500.0,1892.0,3926.0,-143.0
197.0,TIGER MSCI Korea TR,11640.0,245.0,-2.06%,0.0,,,
198.0,동국제강,11200.0,900.0,-7.44%,5000.0,72403.0,63341.0,8030.0
199.0,대덕전자,21450.0,1000.0,-4.45%,500.0,10009.0,9410.0,725.0
200.0,한샘,44650.0,700.0,-1.54%,1000.0,22312.0,12464.0,693.0
201.0,현대일렉트릭,29000.0,250.0,-0.85%,5000.0,18060.0,22150.0,97.0
202.0,금양,17650.0,650.0,-3.55%,500.0,2177.0,3148.0,121.0
203.0,삼천리,246500.0,2500.0,-1.00%,5000.0,37633.0,42453.0,700.0
204.0,SK리츠,5080.0,80.0,-1.55%,500.0,186.0,24580.0,152.0
205.0,KBSTAR 200,28535.0,695.0,-2.38%,0.0,,,
206.0,SK가스,107000.0,500.0,-0.47%,5000.0,64945.0,51215.0,1055.0
207.0,금호타이어,3420.0,105.0,-2.98%,5000.0,26012.0,43422.0,-415.0
208.0,아이에스동서,31600.0,400.0,+1.28%,500.0,16084.0,35098.0,3108.0
209.0,SK네트웍스,3920.0,100.0,-2.49%,2500.0,110181.0,94109.0,1220.0
210.0,솔루엠,19250.0,750.0,-3.75%,500.0,11533.0,7109.0,265.0
211.0,명신산업,18250.0,800.0,-4.20%,500.0,11077.0,7195.0,565.0
212.0,현대엘리베이,23450.0,550.0,-2.29%,5000.0,19734.0,29874.0,1290.0
213.0,신세계인터내셔날,26750.0,950.0,-3.43%,1000.0,14508.0,11591.0,920.0
214.0,KODEX 인버스,5420.0,125.0,+2.36%,0.0,,,
215.0,코리안리,7850.0,60.0,-0.76%,500.0,109155.0,131157.0,2035.0
216.0,GKL,15200.0,50.0,-0.33%,500.0,851.0,5313.0,-1458.0
217.0,오리온홀딩스,14850.0,200.0,-1.33%,500.0,24151.0,49618.0,3157.0
218.0,종근당,77300.0,100.0,+0.13%,2500.0,13436.0,10467.0,948.0
219.0,하나투어,57600.0,2500.0,-4.16%,500.0,403.0,4306.0,-1273.0
220.0,미원에스씨,181000.0,2500.0,-1.36%,500.0,5313.0,4381.0,950.0
221.0,덴티움,83300.0,4200.0,-4.80%,500.0,2915.0,5702.0,699.0
222.0,아시아나항공,12300.0,650.0,-5.02%,5000.0,43397.0,130827.0,932.0
223.0,더존비즈온,30000.0,450.0,-1.48%,500.0,3187.0,9003.0,712.0
224.0,PI첨단소재,31000.0,1100.0,-3.43%,500.0,3019.0,4730.0,759.0
225.0,한국콜마,38750.0,1200.0,-3.00%,500.0,15863.0,26060.0,843.0
226.0,진에어,16600.0,650.0,-3.77%,1000.0,2472.0,6016.0,-1853.0
227.0,동원산업,235000.0,3000.0,-1.26%,5000.0,28022.0,30519.0,2607.0
228.0,현대두산인프라코어,4370.0,230.0,-5.00%,1000.0,45937.0,47823.0,2645.0
229.0,제이알글로벌리츠,4355.0,50.0,-1.14%,1000.0,491.0,20049.0,241.0
230.0,미원상사,171500.0,500.0,-0.29%,500.0,3598.0,3724.0,572.0
231.0,KG스틸,8450.0,360.0,-4.09%,5000.0,33548.0,27711.0,2969.0
232.0,삼양식품,111000.0,3500.0,-3.06%,5000.0,6420.0,7531.0,654.0
233.0,롯데관광개발,11400.0,200.0,+1.79%,500.0,1071.0,13024.0,-1313.0
234.0,이노션,41200.0,200.0,-0.48%,500.0,15020.0,22016.0,1357.0
235.0,한일시멘트,11700.0,650.0,-5.26%,500.0,12719.0,23703.0,1204.0
236.0,일동제약,30100.0,2750.0,+10.05%,1000.0,5601.0,7090.0,-555.0
237.0,코스모화학,23000.0,2450.0,-9.63%,1000.0,5126.0,6813.0,305.0
238.0,TKG휴켐스,19400.0,550.0,-2.76%,1000.0,8612.0,9493.0,934.0
239.0,태광산업,712000.0,14000.0,-1.93%,5000.0,25918.0,49238.0,3553.0
240.0,NHN,21950.0,650.0,-2.88%,500.0,19237.0,30272.0,979.0
241.0,동양생명,4825.0,225.0,-4.46%,5000.0,63476.0,371033.0,3322.0
242.0,대상,22450.0,250.0,-1.10%,1000.0,34700.0,28705.0,1532.0
243.0,KODEX 코스닥150레버리지,6270.0,450.0,-6.70%,0.0,,,
244.0,유니드,87400.0,2900.0,-3.21%,5000.0,10973.0,13477.0,1683.0
245.0,다우기술,17150.0,600.0,-3.38%,500.0,60870.0,463224.0,12572.0
246.0,녹십자홀딩스,16250.0,0.0,0.00%,500.0,18406.0,34968.0,862.0
247.0,진원생명과학,9580.0,180.0,+1.91%,1000.0,387.0,2495.0,-275.0
248.0,더블유게임즈,40500.0,1550.0,-3.69%,500.0,6241.0,13819.0,1904.0
249.0,율촌화학,29900.0,8550.0,-22.24%,500.0,5387.0,6667.0,110.0
250.0,SPC삼립,85000.0,200.0,-0.23%,5000.0,29467.0,12230.0,662.0
251.0,CJ CGV,15150.0,650.0,-4.11%,500.0,7363.0,37855.0,-2414.0
252.0,드림텍,10700.0,400.0,-3.60%,100.0,12316.0,7330.0,961.0
253.0,해성디에스,42400.0,2300.0,-5.15%,5000.0,6554.0,4749.0,863.0
254.0,영원무역홀딩스,52400.0,200.0,-0.38%,500.0,32405.0,43256.0,5705.0
255.0,케이카,14850.0,650.0,-4.19%,500.0,19024.0,5500.0,711.0
256.0,에이프로젠,937.0,32.0,-3.30%,500.0,1412.0,8241.0,-27.0
257.0,넥센타이어,7300.0,140.0,-1.88%,500.0,20794.0,38234.0,44.0
258.0,대신증권,13950.0,250.0,-1.76%,5000.0,36353.0,227632.0,8855.0
259.0,LG생활건강우,334500.0,8500.0,-2.48%,5000.0,,,
260.0,보령,10100.0,0.0,0.00%,500.0,6273.0,8286.0,414.0
261.0,화승엔터프라이즈,11450.0,550.0,-4.58%,500.0,11386.0,13303.0,71.0
262.0,HDC현대산업개발,10450.0,250.0,-2.34%,5000.0,33639.0,65664.0,2734.0
263.0,풍산,24350.0,1050.0,-4.13%,5000.0,35095.0,31483.0,3141.0
264.0,현대에너지솔루션,60200.0,2500.0,-3.99%,5000.0,5932.0,6056.0,95.0
265.0,TIGER 200 IT,24845.0,795.0,-3.10%,0.0,,,
266.0,대한유화,103000.0,4000.0,-3.74%,5000.0,25149.0,24789.0,1794.0
267.0,대한해운,2080.0,90.0,-4.15%,500.0,11538.0,38597.0,2039.0
268.0,한올바이오파마,12700.0,200.0,-1.55%,500.0,1016.0,1985.0,101.0
269.0,현대그린푸드,6750.0,90.0,+1.35%,500.0,34861.0,31100.0,586.0
270.0,제주항공,13200.0,800.0,-5.71%,1000.0,2731.0,12668.0,-3172.0
271.0,우리종금,735.0,44.0,-5.65%,500.0,3033.0,51597.0,1040.0
272.0,LG전자우,37000.0,850.0,-2.25%,5000.0,,,
273.0,KCC글라스,39550.0,1750.0,-4.24%,1000.0,11757.0,18779.0,1605.0
274.0,LX홀딩스,8270.0,30.0,-0.36%,1000.0,1858.0,14425.0,1472.0
275.0,쿠쿠홈시스,28050.0,50.0,+0.18%,100.0,8932.0,9694.0,1786.0
276.0,티와이홀딩스,12250.0,550.0,-4.30%,500.0,2952.0,21322.0,112.0
277.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),10870.0,150.0,-1.36%,0.0,,,
278.0,이수화학,22200.0,1600.0,-6.72%,5000.0,17033.0,11689.0,821.0
279.0,한국단자,59500.0,1000.0,-1.65%,500.0,9622.0,11252.0,762.0
280.0,현대건설기계,31450.0,1900.0,-5.70%,5000.0,32843.0,35543.0,1607.0
281.0,코스맥스,54200.0,1600.0,-2.87%,500.0,15915.0,14119.0,1226.0
282.0,세아베스틸지주,17150.0,1300.0,-7.05%,5000.0,36511.0,35260.0,2384.0
283.0,동아쏘시오홀딩스,96700.0,1300.0,-1.33%,5000.0,8819.0,16914.0,616.0
284.0,한섬,24900.0,500.0,-1.97%,500.0,13874.0,15571.0,1522.0
285.0,TIGER 단기채권액티브,50730.0,10.0,-0.02%,0.0,,,
286.0,삼성 레버리지 WTI원유 선물 ETN,1510.0,10.0,-0.66%,0.0,,,
287.0,DN오토모티브,61000.0,1800.0,-2.87%,500.0,9308.0,14850.0,896.0
288.0,TIGER 미국달러단기채권액티브,12350.0,165.0,+1.35%,0.0,,,
289.0,SNT모티브,41250.0,1950.0,-4.51%,5000.0,9417.0,11498.0,916.0
290.0,파미셀,10050.0,70.0,+0.70%,500.0,509.0,958.0,76.0
291.0,지누스,34100.0,1100.0,-3.12%,500.0,11238.0,10186.0,743.0
292.0,SBS,32150.0,950.0,-2.87%,5000.0,10790.0,14621.0,1844.0
293.0,현대홈쇼핑,48900.0,250.0,+0.51%,5000.0,22099.0,26003.0,1285.0
294.0,한세실업,14600.0,900.0,-5.81%,500.0,16720.0,12162.0,1067.0
295.0,세방전지,41000.0,900.0,-2.15%,500.0,13520.0,16844.0,997.0
296.0,SK디스커버리,30100.0,1100.0,-3.53%,5000.0,66143.0,68819.0,744.0
297.0,신한알파리츠,7760.0,110.0,-1.40%,1000.0,482.0,18937.0,288.0
298.0,KODEX 자동차,16825.0,525.0,-3.03%,0.0,,,
299.0,쿠쿠홀딩스,16000.0,200.0,-1.23%,100.0,6851.0,10709.0,1070.0
300.0,ARIRANG 200,28890.0,725.0,-2.45%,0.0,,,
301.0,동원F&B,145500.0,4000.0,-2.68%,5000.0,34906.0,19357.0,1304.0
302.0,KOSEF 200TR,34480.0,855.0,-2.42%,0.0,,,
303.0,HANARO 200,28460.0,725.0,-2.48%,0.0,,,
304.0,F&F홀딩스,14050.0,700.0,-4.75%,500.0,7271.0,29123.0,2231.0
305.0,KODEX MSCI Korea TR,9250.0,235.0,-2.48%,0.0,,,
306.0,세아제강지주,132000.0,4000.0,-2.94%,5000.0,28417.0,28990.0,2990.0
307.0,QV 코스피 변동성 매칭형 양매도 ETN,7715.0,205.0,-2.59%,0.0,,,
308.0,KODEX Top5PlusTR,13825.0,250.0,-1.78%,0.0,,,
309.0,삼양홀딩스,62100.0,1000.0,-1.58%,5000.0,31073.0,44606.0,3517.0
310.0,효성중공업,57000.0,2100.0,-3.55%,5000.0,30947.0,40227.0,1201.0
311.0,한화투자증권,2465.0,85.0,-3.33%,5000.0,19115.0,117910.0,2088.0
312.0,한국카본,11900.0,650.0,-5.18%,500.0,3678.0,4984.0,327.0
313.0,KBSTAR 단기통안채,105575.0,20.0,+0.02%,0.0,,,
