N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
27.0,한국전력,17100.0,150.0,-0.87%,5000.0,605748.0,2111089.0,-58601.0
28.0,SK텔레콤,49700.0,1150.0,+2.37%,100.0,167486.0,309113.0,13872.0
29.0,현대중공업,117000.0,1500.0,+1.30%,5000.0,83113.0,150787.0,-8003.0
30.0,S-Oil,85300.0,3300.0,+4.02%,2500.0,274639.0,186932.0,21409.0
31.0,HMM,18650.0,500.0,+2.75%,5000.0,137941.0,178761.0,73775.0
32.0,삼성화재,192500.0,4500.0,+2.39%,500.0,244443.0,949340.0,15069.0
33.0,KT,34800.0,900.0,+2.65%,5000.0,248980.0,371593.0,16718.0
34.0,한화솔루션,46950.0,1550.0,+3.41%,5000.0,107252.0,200076.0,7383.0
35.0,LG생활건강,575000.0,12000.0,+2.13%,5000.0,80915.0,75552.0,12896.0
36.0,삼성에스디에스,115500.0,2500.0,+2.21%,500.0,136300.0,105174.0,8081.0
37.0,크래프톤,182000.0,6000.0,+3.41%,100.0,18863.0,56351.0,6396.0
38.0,삼성전기,119000.0,5000.0,+4.39%,5000.0,96750.0,99414.0,14869.0
39.0,우리금융지주,11850.0,500.0,+4.41%,5000.0,271910.0,4471839.0,36597.0
40.0,두산에너빌리티,13100.0,500.0,+3.97%,5000.0,112836.0,237205.0,8779.0
41.0,카카오뱅크,17500.0,950.0,+5.74%,5000.0,10649.0,360401.0,2569.0
42.0,대한항공,21050.0,350.0,+1.69%,5000.0,90168.0,266719.0,14180.0
43.0,기업은행,10150.0,180.0,+1.81%,5000.0,174917.0,3980719.0,32313.0
44.0,엔씨소프트,335500.0,13000.0,+4.03%,500.0,23088.0,45819.0,3752.0
45.0,LG이노텍,287000.0,7000.0,+2.50%,5000.0,149456.0,77414.0,12642.0
46.0,현대글로비스,171000.0,8500.0,+5.23%,500.0,217796.0,121709.0,11262.0
47.0,CJ제일제당,404500.0,16000.0,+4.12%,5000.0,262892.0,268558.0,15244.0
48.0,아모레퍼시픽,97500.0,2600.0,+2.74%,500.0,48631.0,61167.0,3434.0
49.0,롯데케미칼,160500.0,5000.0,+3.22%,5000.0,181205.0,228700.0,15356.0
50.0,SK바이오사이언스,71300.0,900.0,-1.25%,500.0,9290.0,21101.0,4742.0
51.0,SK스퀘어,38400.0,300.0,+0.79%,100.0,11464.0,226391.0,4198.0
52.0,한국조선해양,75400.0,1400.0,+1.89%,5000.0,154934.0,272931.0,-13848.0
53.0,F&F,139000.0,4000.0,+2.96%,100.0,10892.0,11465.0,3227.0
54.0,강원랜드,23700.0,550.0,+2.38%,500.0,7884.0,38273.0,-527.0
55.0,KODEX 200,29055.0,690.0,+2.43%,0.0,,,
56.0,하이브,118000.0,8500.0,+7.76%,500.0,12559.0,47289.0,1902.0
57.0,삼성엔지니어링,24700.0,1050.0,+4.44%,5000.0,74867.0,60587.0,5033.0
58.0,LG디스플레이,13450.0,50.0,-0.37%,5000.0,298780.0,381545.0,22306.0
59.0,카카오페이,36100.0,1700.0,+4.94%,500.0,4586.0,34327.0,-272.0
60.0,맥쿼리인프라,11450.0,150.0,-1.29%,0.0,,,
61.0,HD현대,58500.0,1100.0,+1.92%,1000.0,281587.0,358157.0,10854.0
62.0,LG유플러스,10450.0,200.0,+1.95%,5000.0,138511.0,193705.0,9790.0
63.0,삼성중공업,5150.0,100.0,+1.98%,1000.0,66220.0,121386.0,-13120.0
64.0,GS,45950.0,2300.0,+5.27%,5000.0,202401.0,311913.0,26403.0
65.0,SK바이오팜,54500.0,2700.0,+5.21%,500.0,4186.0,6437.0,950.0
66.0,한국타이어앤테크놀로지,34300.0,300.0,+0.88%,500.0,71411.0,117039.0,6422.0
67.0,현대건설,37850.0,2050.0,+5.73%,5000.0,180655.0,196373.0,7535.0
68.0,한국항공우주,42200.0,2200.0,+5.50%,5000.0,25623.0,58552.0,583.0
69.0,현대미포조선,102000.0,500.0,-0.49%,5000.0,28872.0,38783.0,-2173.0
70.0,롯데지주,38800.0,1400.0,+3.74%,200.0,99249.0,199219.0,2164.0
71.0,현대제철,30500.0,550.0,+1.84%,5000.0,228499.0,370423.0,24475.0
72.0,유한양행,55000.0,300.0,-0.54%,1000.0,16878.0,24638.0,486.0
73.0,DB손해보험,56800.0,2200.0,+4.03%,500.0,208806.0,647516.0,11084.0
74.0,금호석유,136500.0,7000.0,+5.41%,5000.0,84618.0,81157.0,24068.0
75.0,한온시스템,7370.0,160.0,+2.22%,100.0,73514.0,82337.0,3258.0
76.0,넷마블,45500.0,2200.0,+5.08%,100.0,25069.0,106638.0,1510.0
77.0,코웨이,52700.0,200.0,+0.38%,500.0,36643.0,38006.0,6402.0
78.0,오리온,98100.0,700.0,+0.72%,500.0,23555.0,31204.0,3729.0
79.0,미래에셋증권,6190.0,60.0,+0.98%,5000.0,131448.0,1086418.0,14855.0
80.0,SKC,99200.0,6700.0,+7.24%,5000.0,33961.0,61801.0,4647.0
81.0,삼성카드,30250.0,100.0,+0.33%,5000.0,35881.0,271442.0,7493.0
82.0,SK아이이테크놀로지,49050.0,1000.0,+2.08%,1000.0,6038.0,31845.0,892.0
83.0,TIGER 차이나전기차SOLACTIVE,14230.0,290.0,+2.08%,0.0,,,
84.0,메리츠화재,29600.0,2100.0,+7.64%,500.0,118614.0,276890.0,9076.0
85.0,한국가스공사,34200.0,1750.0,+5.39%,5000.0,275208.0,436699.0,12397.0
86.0,현대오토에버,115000.0,0.0,0.00%,500.0,20704.0,23461.0,961.0
87.0,KODEX KOFR금리액티브(합성),100990.0,10.0,+0.01%,0.0,,,
88.0,BGF리테일,173500.0,6500.0,+3.89%,1000.0,67812.0,25964.0,1994.0
89.0,두산밥캣,29800.0,850.0,+2.94%,500.0,58162.0,85809.0,5953.0
90.0,NH투자증권,8970.0,120.0,+1.36%,5000.0,107622.0,585420.0,12939.0
91.0,한미약품,237000.0,9500.0,+4.18%,2500.0,12032.0,19367.0,1254.0
92.0,호텔신라,74300.0,800.0,+1.09%,5000.0,37791.0,26564.0,1188.0
93.0,현대차2우B,79300.0,300.0,+0.38%,5000.0,,,
94.0,한화에어로스페이스,56700.0,4100.0,+7.79%,5000.0,64151.0,110458.0,3830.0
95.0,쌍용C&E,5660.0,70.0,+1.25%,100.0,16614.0,35648.0,2487.0
96.0,메리츠금융지주,22300.0,1950.0,+9.58%,500.0,356499.0,820309.0,18006.0
97.0,에스디바이오센서,27500.0,2350.0,+9.34%,500.0,29300.0,30051.0,13640.0
98.0,삼성증권,31700.0,700.0,+2.26%,5000.0,98095.0,657075.0,13087.0
99.0,한국금융지주,50600.0,2450.0,+5.09%,5000.0,137861.0,820366.0,15210.0
100.0,현대해상,31150.0,850.0,+2.81%,500.0,188422.0,528180.0,6393.0
101.0,포스코인터내셔널,21600.0,350.0,+1.65%,5000.0,339489.0,107707.0,5854.0
102.0,씨에스윈드,63100.0,1400.0,+2.27%,500.0,12034.0,17739.0,1010.0
103.0,제일기획,23100.0,300.0,+1.32%,200.0,33257.0,25421.0,2482.0
104.0,현대로템,24200.0,700.0,+2.98%,5000.0,28725.0,41072.0,802.0
105.0,일진머티리얼즈,56200.0,2000.0,+3.69%,500.0,6889.0,17536.0,699.0
106.0,롯데쇼핑,88900.0,1500.0,+1.72%,5000.0,155736.0,334265.0,2076.0
107.0,GS리테일,24000.0,200.0,+0.84%,1000.0,97657.0,94560.0,2085.0
108.0,팬오션,4585.0,170.0,+3.85%,1000.0,46161.0,64888.0,5729.0
109.0,이마트,84900.0,1400.0,+1.68%,5000.0,249327.0,312421.0,3168.0
110.0,한진칼,35350.0,150.0,+0.43%,2500.0,3953.0,37547.0,-1952.0
111.0,메리츠증권,3615.0,190.0,+5.55%,1000.0,232474.0,541082.0,9489.0
112.0,신세계,231500.0,3500.0,+1.54%,5000.0,63164.0,136445.0,5174.0
113.0,OCI,94100.0,2000.0,+2.17%,5000.0,32440.0,57041.0,6260.0
114.0,KODEX 200선물인버스2X,3645.0,190.0,-4.95%,0.0,,,
115.0,KCC,245500.0,7000.0,+2.94%,5000.0,58749.0,128789.0,3888.0
116.0,에스원,56500.0,1800.0,+3.29%,500.0,23125.0,19730.0,1797.0
117.0,한미사이언스,30650.0,1300.0,+4.43%,500.0,9502.0,9499.0,589.0
118.0,TIGER 미국나스닥100,70930.0,1955.0,+2.83%,0.0,,,
119.0,CJ,71200.0,2700.0,+3.94%,5000.0,344840.0,419560.0,18818.0
120.0,KODEX 레버리지,12480.0,580.0,+4.87%,0.0,,,
121.0,아모레G,25000.0,1250.0,+5.26%,500.0,53261.0,80381.0,3562.0
122.0,BNK금융지주,6320.0,170.0,+2.76%,5000.0,55807.0,1282870.0,10920.0
123.0,LG화학우,267000.0,3000.0,-1.11%,5000.0,,,
124.0,키움증권,76800.0,3400.0,+4.63%,5000.0,58662.0,453011.0,12089.0
125.0,한화시스템,10650.0,400.0,+3.90%,5000.0,20895.0,38943.0,1120.0
126.0,동서,20000.0,650.0,+3.36%,500.0,5353.0,15826.0,384.0
127.0,HL만도,42200.0,1150.0,+2.80%,1000.0,61474.0,57044.0,2323.0
128.0,LIG넥스원,89700.0,5300.0,+6.28%,5000.0,18222.0,25768.0,972.0
129.0,GS건설,23000.0,1350.0,+6.24%,5000.0,90366.0,151837.0,6465.0
130.0,LS,60600.0,2500.0,+4.30%,5000.0,130891.0,126259.0,5837.0
131.0,대우조선해양,18150.0,450.0,+2.54%,5000.0,44866.0,106232.0,-17547.0
132.0,한솔케미칼,171000.0,6000.0,+3.64%,5000.0,7687.0,11972.0,1977.0
133.0,영원무역,43700.0,1100.0,+2.58%,500.0,27925.0,35476.0,4425.0
134.0,한전기술,50200.0,1300.0,+2.66%,200.0,4331.0,7055.0,101.0
135.0,현대차우,78700.0,400.0,+0.51%,5000.0,,,
136.0,휠라홀딩스,31150.0,1300.0,+4.36%,1000.0,37940.0,42889.0,4929.0
137.0,CJ대한통운,81000.0,3500.0,+4.52%,5000.0,113437.0,89939.0,3439.0
138.0,TIGER 200,29075.0,710.0,+2.50%,0.0,,,
139.0,TIGER 미국S&P500,13255.0,390.0,+3.03%,0.0,,,
140.0,대한전선,1465.0,145.0,+10.98%,100.0,19977.0,14209.0,395.0
141.0,DB하이텍,40900.0,1800.0,+4.60%,5000.0,12147.0,15499.0,3991.0
142.0,한화,24000.0,750.0,+3.23%,5000.0,528361.0,2023664.0,29279.0
143.0,농심,294000.0,10000.0,+3.52%,5000.0,26630.0,28999.0,1061.0
144.0,한화생명,2020.0,125.0,+6.60%,5000.0,271736.0,1635914.0,13520.0
145.0,하이트진로,24650.0,650.0,+2.71%,5000.0,22029.0,36311.0,1741.0
146.0,대우건설,4155.0,155.0,+3.88%,5000.0,86852.0,104580.0,7383.0
147.0,대웅제약,147500.0,4000.0,+2.79%,2500.0,11530.0,14152.0,889.0
148.0,코스모신소재,55200.0,500.0,+0.91%,1000.0,3059.0,3485.0,218.0
149.0,두산퓨얼셀,25300.0,850.0,+3.48%,100.0,3814.0,6989.0,180.0
150.0,LX인터내셔널,42750.0,700.0,+1.66%,5000.0,166865.0,67469.0,6562.0
151.0,오뚜기,445500.0,6000.0,+1.37%,5000.0,27390.0,26058.0,1666.0
152.0,TIGER TOP10,9570.0,170.0,+1.81%,0.0,,,
153.0,KODEX 삼성그룹,8235.0,120.0,+1.48%,0.0,,,
154.0,TIGER 단기통안채,101455.0,5.0,0.00%,0.0,,,
155.0,현대위아,57200.0,1300.0,+2.33%,5000.0,75277.0,77495.0,1027.0
156.0,효성,73400.0,1500.0,+2.09%,5000.0,35389.0,52579.0,6406.0
157.0,TIGER CD금리투자KIS(합성),51295.0,0.0,0.00%,0.0,,,
158.0,롯데정밀화학,58800.0,1500.0,+2.62%,5000.0,17803.0,27235.0,2445.0
159.0,KODEX 200TR,9710.0,235.0,+2.48%,0.0,,,
160.0,대성홀딩스,93400.0,1300.0,+1.41%,1000.0,9405.0,12440.0,213.0
161.0,서울가스,299000.0,1000.0,+0.34%,5000.0,12778.0,16626.0,-49.0
162.0,KODEX 단기채권PLUS,104210.0,15.0,-0.01%,0.0,,,
163.0,SK케미칼,82700.0,4000.0,+5.08%,5000.0,20896.0,39556.0,5552.0
164.0,LS ELECTRIC,48200.0,1550.0,+3.32%,5000.0,26683.0,27967.0,1551.0
165.0,효성첨단소재,319500.0,7500.0,+2.40%,5000.0,35978.0,29087.0,4373.0
166.0,JB금융지주,7230.0,30.0,+0.42%,5000.0,25415.0,563956.0,7083.0
167.0,녹십자,120000.0,6500.0,+5.73%,5000.0,15378.0,24621.0,737.0
168.0,DL이앤씨,36100.0,2050.0,+6.02%,5000.0,76317.0,87017.0,9573.0
169.0,한전KPS,30750.0,700.0,+2.33%,200.0,13806.0,14269.0,1240.0
170.0,TIGER 미국테크TOP10 INDXX,10255.0,295.0,+2.96%,0.0,,,
171.0,TIGER 미국필라델피아반도체나스닥,8770.0,325.0,+3.85%,0.0,,,
172.0,에스엘,28050.0,150.0,+0.54%,500.0,30011.0,25675.0,1105.0
173.0,두산,78600.0,2700.0,+3.56%,5000.0,132042.0,260099.0,9459.0
174.0,동원시스템즈,44750.0,1750.0,+4.07%,5000.0,12509.0,14920.0,900.0
175.0,롯데칠성,138000.0,2000.0,-1.43%,500.0,25061.0,35968.0,1822.0
176.0,KODEX 2차전지산업,18785.0,335.0,+1.82%,0.0,,,
177.0,효성티앤씨,292500.0,14000.0,+5.03%,5000.0,85960.0,45265.0,14237.0
178.0,현대백화점,54000.0,300.0,+0.56%,5000.0,35724.0,89692.0,2644.0
179.0,대덕전자,25100.0,450.0,+1.83%,500.0,10009.0,9410.0,725.0
180.0,DL,58600.0,2100.0,+3.72%,5000.0,23854.0,83230.0,2219.0
181.0,KODEX 종합채권(AA-이상)액티브,98550.0,250.0,-0.25%,0.0,,,
182.0,코오롱인더,43750.0,1900.0,+4.54%,5000.0,46621.0,56013.0,2527.0
183.0,한미반도체,12150.0,700.0,+6.11%,100.0,3732.0,4293.0,1224.0
184.0,DGB금융지주,7100.0,100.0,+1.43%,5000.0,51957.0,859060.0,7486.0
185.0,현대일렉트릭,33300.0,1200.0,+3.74%,5000.0,18060.0,22150.0,97.0
186.0,TIGER 2차전지테마,17720.0,385.0,+2.22%,0.0,,,
187.0,롯데제과,124000.0,1000.0,+0.81%,500.0,21454.0,26666.0,1085.0
188.0,영풍,635000.0,0.0,0.00%,5000.0,35821.0,55210.0,-268.0
189.0,한국앤컴퍼니,12150.0,550.0,+4.74%,500.0,9633.0,40812.0,2283.0
190.0,대웅,19800.0,1600.0,+8.79%,500.0,15114.0,19337.0,1826.0
191.0,후성,12200.0,950.0,+8.44%,500.0,3813.0,6163.0,581.0
192.0,삼천리,272500.0,3000.0,+1.11%,5000.0,37633.0,42453.0,700.0
193.0,일진하이솔루스,30400.0,2350.0,+8.38%,500.0,1177.0,3435.0,98.0
194.0,동국제강,11350.0,300.0,+2.71%,5000.0,72403.0,63341.0,8030.0
195.0,금양,18650.0,50.0,-0.27%,500.0,2177.0,3148.0,121.0
196.0,롯데렌탈,29300.0,100.0,+0.34%,5000.0,24227.0,61250.0,2455.0
197.0,롯데리츠,4390.0,45.0,-1.01%,500.0,575.0,23926.0,337.0
198.0,신풍제약,20000.0,650.0,+3.36%,500.0,1892.0,3926.0,-143.0
199.0,SK가스,112500.0,2000.0,+1.81%,5000.0,64945.0,51215.0,1055.0
200.0,솔루스첨단소재,29250.0,1000.0,+3.54%,100.0,3812.0,10116.0,20.0
201.0,KODEX 코스닥150레버리지,6425.0,520.0,+8.81%,0.0,,,
202.0,KODEX 단기채권,103860.0,0.0,0.00%,0.0,,,
203.0,TIGER MSCI Korea TR,12030.0,240.0,+2.04%,0.0,,,
204.0,KBSTAR 200,29200.0,685.0,+2.40%,0.0,,,
205.0,SK네트웍스,3905.0,100.0,+2.63%,2500.0,110181.0,94109.0,1220.0
206.0,PI첨단소재,32800.0,1050.0,+3.31%,500.0,3019.0,4730.0,759.0
207.0,현대엘리베이,23350.0,1500.0,+6.86%,5000.0,19734.0,29874.0,1290.0
208.0,GKL,15250.0,350.0,+2.35%,500.0,851.0,5313.0,-1458.0
209.0,한샘,39700.0,1050.0,+2.72%,1000.0,22312.0,12464.0,693.0
210.0,아이에스동서,30100.0,800.0,+2.73%,500.0,16084.0,35098.0,3108.0
211.0,덴티움,83400.0,1200.0,+1.46%,500.0,2915.0,5702.0,699.0
212.0,KODEX 인버스,5295.0,140.0,-2.58%,0.0,,,
213.0,현대두산인프라코어,4630.0,145.0,+3.23%,1000.0,45937.0,47823.0,2645.0
214.0,신세계인터내셔날,25500.0,600.0,+2.41%,1000.0,14508.0,11591.0,920.0
215.0,종근당,75900.0,2900.0,+3.97%,2500.0,13436.0,10467.0,948.0
216.0,금호타이어,3145.0,100.0,+3.28%,5000.0,26012.0,43422.0,-415.0
217.0,오리온홀딩스,14350.0,100.0,+0.70%,500.0,24151.0,49618.0,3157.0
218.0,ESR켄달스퀘어리츠,4185.0,85.0,-1.99%,1000.0,467.0,22680.0,238.0
219.0,SK리츠,4475.0,75.0,-1.65%,500.0,186.0,24580.0,152.0
220.0,코리안리,7300.0,50.0,+0.69%,500.0,109155.0,131157.0,2035.0
221.0,더존비즈온,28800.0,300.0,+1.05%,500.0,3187.0,9003.0,712.0
222.0,미원에스씨,171500.0,500.0,-0.29%,500.0,5313.0,4381.0,950.0
223.0,동원산업,237500.0,1000.0,+0.42%,5000.0,28022.0,30519.0,2607.0
224.0,아시아나항공,11700.0,100.0,+0.86%,5000.0,43397.0,130827.0,932.0
225.0,솔루엠,17350.0,400.0,+2.36%,500.0,11533.0,7109.0,265.0
226.0,명신산업,16500.0,1200.0,+7.84%,500.0,11077.0,7195.0,565.0
227.0,더블유게임즈,46700.0,900.0,+1.97%,500.0,6241.0,13819.0,1904.0
228.0,제이알글로벌리츠,4310.0,10.0,+0.23%,1000.0,491.0,20049.0,241.0
229.0,미원상사,169000.0,500.0,+0.30%,500.0,3598.0,3724.0,572.0
230.0,코스모화학,23750.0,400.0,+1.71%,1000.0,5126.0,6813.0,305.0
231.0,TKG휴켐스,20300.0,400.0,+2.01%,1000.0,8612.0,9493.0,934.0
232.0,하나투어,51300.0,1750.0,+3.53%,500.0,403.0,4306.0,-1273.0
233.0,이노션,40700.0,1250.0,+3.17%,500.0,15020.0,22016.0,1357.0
234.0,KG스틸,8060.0,280.0,+3.60%,5000.0,33548.0,27711.0,2969.0
235.0,삼성 레버리지 WTI원유 선물 ETN,1985.0,95.0,+5.03%,0.0,,,
236.0,태광산업,720000.0,10000.0,+1.41%,5000.0,25918.0,49238.0,3553.0
237.0,진원생명과학,10250.0,250.0,+2.50%,1000.0,387.0,2495.0,-275.0
238.0,동양생명,4935.0,55.0,+1.13%,5000.0,63476.0,371033.0,3322.0
239.0,삼양식품,105000.0,5000.0,+5.00%,5000.0,6420.0,7531.0,654.0
240.0,유니드,87800.0,800.0,+0.92%,5000.0,10973.0,13477.0,1683.0
241.0,대한유화,119500.0,4500.0,+3.91%,5000.0,25149.0,24789.0,1794.0
242.0,NHN,21500.0,1200.0,+5.91%,500.0,19237.0,30272.0,979.0
243.0,한국콜마,33700.0,1350.0,+4.17%,500.0,15863.0,26060.0,843.0
244.0,다우기술,17150.0,200.0,+1.18%,500.0,60870.0,463224.0,12572.0
245.0,녹십자홀딩스,16250.0,1100.0,+7.26%,500.0,18406.0,34968.0,862.0
246.0,진에어,14550.0,50.0,+0.34%,1000.0,2472.0,6016.0,-1853.0
247.0,풍산,26700.0,850.0,+3.29%,5000.0,35095.0,31483.0,3141.0
248.0,한일시멘트,10800.0,550.0,+5.37%,500.0,12719.0,23703.0,1204.0
249.0,대상,21000.0,550.0,+2.69%,1000.0,34700.0,28705.0,1532.0
250.0,해성디에스,42800.0,1400.0,+3.38%,5000.0,6554.0,4749.0,863.0
251.0,롯데관광개발,10050.0,500.0,+5.24%,500.0,1071.0,13024.0,-1313.0
252.0,한올바이오파마,13850.0,1100.0,+8.63%,500.0,1016.0,1985.0,101.0
253.0,대신증권,14150.0,200.0,+1.43%,5000.0,36353.0,227632.0,8855.0
254.0,일동제약,26800.0,250.0,+0.94%,1000.0,5601.0,7090.0,-555.0
255.0,드림텍,10650.0,450.0,+4.41%,100.0,12316.0,7330.0,961.0
256.0,영원무역홀딩스,51200.0,500.0,+0.99%,500.0,32405.0,43256.0,5705.0
257.0,넥센타이어,7140.0,190.0,-2.59%,500.0,20794.0,38234.0,44.0
258.0,HDC현대산업개발,10550.0,400.0,+3.94%,5000.0,33639.0,65664.0,2734.0
259.0,TIGER 200 IT,26635.0,480.0,+1.84%,0.0,,,
260.0,율촌화학,27700.0,500.0,+1.84%,500.0,5387.0,6667.0,110.0
261.0,에이프로젠,900.0,69.0,+8.30%,500.0,1412.0,8241.0,-27.0
262.0,SPC삼립,78800.0,1000.0,+1.29%,5000.0,29467.0,12230.0,662.0
263.0,LG전자우,39550.0,1600.0,+4.22%,5000.0,,,
264.0,세아베스틸지주,18650.0,2100.0,+12.69%,5000.0,36511.0,35260.0,2384.0
265.0,신한 레버리지 WTI원유 선물 ETN(H),1330.0,75.0,+5.98%,0.0,,,
266.0,현대건설기계,33700.0,2000.0,+6.31%,5000.0,32843.0,35543.0,1607.0
267.0,보령,9660.0,450.0,+4.89%,500.0,6273.0,8286.0,414.0
268.0,CJ CGV,13750.0,150.0,-1.08%,500.0,7363.0,37855.0,-2414.0
269.0,쿠쿠홈시스,28900.0,1200.0,+4.33%,100.0,8932.0,9694.0,1786.0
270.0,KCC글라스,40200.0,600.0,+1.52%,1000.0,11757.0,18779.0,1605.0
271.0,대한해운,2005.0,20.0,+1.01%,500.0,11538.0,38597.0,2039.0
272.0,LG생활건강우,302500.0,3500.0,+1.17%,5000.0,,,
273.0,한섬,25700.0,900.0,+3.63%,500.0,13874.0,15571.0,1522.0
274.0,현대에너지솔루션,56400.0,700.0,-1.23%,5000.0,5932.0,6056.0,95.0
275.0,LX홀딩스,8240.0,50.0,+0.61%,1000.0,1858.0,14425.0,1472.0
276.0,이수화학,22450.0,550.0,+2.51%,5000.0,17033.0,11689.0,821.0
277.0,동아쏘시오홀딩스,98500.0,4300.0,+4.56%,5000.0,8819.0,16914.0,616.0
278.0,현대그린푸드,6390.0,380.0,+6.32%,500.0,34861.0,31100.0,586.0
279.0,화승엔터프라이즈,10250.0,250.0,+2.50%,500.0,11386.0,13303.0,71.0
280.0,우리종금,710.0,14.0,+2.01%,500.0,3033.0,51597.0,1040.0
281.0,DN오토모티브,61400.0,2100.0,+3.54%,500.0,9308.0,14850.0,896.0
282.0,쏘카,18750.0,650.0,+3.59%,100.0,2890.0,4332.0,-210.0
283.0,TIGER 미국달러단기채권액티브,12230.0,20.0,-0.16%,0.0,,,
284.0,제주항공,12200.0,0.0,0.00%,1000.0,2731.0,12668.0,-3172.0
285.0,SNT모티브,41400.0,1300.0,+3.24%,5000.0,9417.0,11498.0,916.0
286.0,TIGER 단기채권액티브,50805.0,0.0,0.00%,0.0,,,
287.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),10640.0,185.0,+1.77%,0.0,,,
288.0,케이카,12450.0,400.0,+3.32%,500.0,19024.0,5500.0,711.0
289.0,세아제강지주,142000.0,5000.0,+3.65%,5000.0,28417.0,28990.0,2990.0
290.0,한세실업,14550.0,400.0,+2.83%,500.0,16720.0,12162.0,1067.0
291.0,티와이홀딩스,11400.0,300.0,+2.70%,500.0,2952.0,21322.0,112.0
292.0,쿠쿠홀딩스,16300.0,50.0,+0.31%,100.0,6851.0,10709.0,1070.0
293.0,SK디스커버리,30150.0,650.0,+2.20%,5000.0,66143.0,68819.0,744.0
294.0,ARIRANG 200,29540.0,680.0,+2.36%,0.0,,,
295.0,KODEX MSCI Korea TR,9580.0,185.0,+1.97%,0.0,,,
296.0,한국단자,54400.0,700.0,+1.30%,500.0,9622.0,11252.0,762.0
297.0,KOSEF 200TR,35225.0,785.0,+2.28%,0.0,,,
298.0,지누스,32350.0,1800.0,+5.89%,500.0,11238.0,10186.0,743.0
299.0,KODEX Top5PlusTR,14330.0,275.0,+1.96%,0.0,,,
300.0,SBS,30350.0,300.0,+1.00%,5000.0,10790.0,14621.0,1844.0
301.0,HANARO 200,29120.0,665.0,+2.34%,0.0,,,
302.0,QV 코스피 변동성 매칭형 양매도 ETN,7840.0,0.0,0.00%,0.0,,,
303.0,삼양홀딩스,63800.0,2400.0,+3.91%,5000.0,31073.0,44606.0,3517.0
304.0,파미셀,9080.0,510.0,+5.95%,500.0,509.0,958.0,76.0
305.0,F&F홀딩스,13800.0,450.0,+3.37%,500.0,7271.0,29123.0,2231.0
306.0,KODEX 자동차,15805.0,240.0,+1.54%,0.0,,,
307.0,현대홈쇼핑,44900.0,650.0,+1.47%,5000.0,22099.0,26003.0,1285.0
308.0,세방전지,38250.0,2450.0,+6.84%,500.0,13520.0,16844.0,997.0
309.0,신영증권,56000.0,400.0,+0.72%,5000.0,21122.0,110850.0,1213.0
310.0,동원F&B,136000.0,1000.0,-0.73%,5000.0,34906.0,19357.0,1304.0
311.0,KODEX 코스닥150,9730.0,430.0,+4.62%,0.0,,,
312.0,미래에셋증권2우B,3700.0,10.0,+0.27%,5000.0,,,
313.0,한화투자증권,2405.0,130.0,+5.71%,5000.0,19115.0,117910.0,2088.0
